"nctid","anticipated_enrollment","actual_enrollment","has_summary_results","has_publication","phase_recoded","has_publ_or_summary","source"
"NCT02557698",NA,60,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02552654",60,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02541071",NA,118,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02453906",24,29,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02371434",NA,17,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT02338388",NA,435,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02299089",24,12,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02296372",30,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02253056",30,36,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02223091",160,137,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02216526",150,133,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02213367",30,30,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02169115",60,61,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02110407",22,24,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02110056",22,32,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02092974",40,40,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02090686",108,110,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02052960",240,240,TRUE,FALSE,"II",TRUE,"Intovalue"
"NCT01966783",320,NA,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01954836",30,50,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01953549",215,200,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01928823",72,73,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01928810",78,78,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01923493",88,92,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01840839",22,18,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01811589",144,144,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01801280",24,20,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT01797887",40,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01785082",120,149,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01782365",22,16,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01770080",186,211,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT01693393",30,30,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01605487",24,24,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01582724",220,220,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01580592",60,31,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT01525667",18,20,TRUE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01357694",220,220,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01278537",690,690,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01266655",56,56,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT01264549",200,230,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01225133",150,150,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01181401",90,94,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01143233",400,503,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01117597",30,32,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01112579",70,81,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT01050686",102,102,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01047891",184,174,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00841256",230,207,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00590447",150,152,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00530738",66,42,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01703273",350,119,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01541579",208,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01727362",140,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01471782",84,93,TRUE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01540383",168,156,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03584451",NA,160,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02834338",120,110,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02620553",NA,25,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT02612220",110,101,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02552589",240,241,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02534285",100,100,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02153294",952,952,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02138552",NA,90,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02137798",80,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01954914",37,39,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01442610",30,30,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00893373",276,276,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00862511",120,120,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02727140",75,75,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02420145",60,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02334813",NA,26,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT02222051",114,114,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02043600",102,77,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02038244",300,300,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02027792",81,81,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01908270",40,40,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01735513",50,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01635634",141,141,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01303952",15,13,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01197885",25,54,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01051167",59,59,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00733343",1260,1325,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00554164",696,1073,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01027884",240,65,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT03226587",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02734901",10,10,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02728466",45,45,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02682758",20,20,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02520830",45,45,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02517801",20,20,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02517775",10,10,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02220517",480,480,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02149238",36,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01799005",50,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01655368",512,486,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01639781",44,NA,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT03268720",NA,29,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03012750",NA,40,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02992236",NA,16,TRUE,TRUE,"I",TRUE,"Intovalue"
"NCT02857660",108,100,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02684656",20,14,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02590575",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02471963",74,74,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02383238",63,59,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02356016",75,75,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT02035709",50,50,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01856244",40,48,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01835678",65,65,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01766791",120,120,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01448213",220,264,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT01330485",150,218,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00349076",1200,1256,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01041950",60,30,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00724022",1,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT03331159",NA,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02919527",16,16,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02870972",50,75,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02810535",300,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02716389",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02677129",44,44,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02609412",48,48,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02564081",60,63,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02410096",60,73,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02345200",NA,52,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02343029",60,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02153372",10,10,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02102919",30,30,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02026492",80,79,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01986517",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01870271",20,12,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01841476",42,27,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01796119",10,10,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01724879",20,19,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01716923",50,81,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01393067",50,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01279577",212,254,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01236807",918,915,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01119469",84,84,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00849615",250,252,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02163863",NA,86,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01783639",240,120,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02142231",25,25,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01466179",61,225,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02930525",50,50,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02503293",30,30,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02369848",60,60,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02134457",40,19,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01967355",15,6,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01924962",300,205,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01867736",60,72,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01789918",50,96,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01394354",30,34,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01267838",300,300,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01011920",126,126,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00867672",200,204,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00810472",650,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00970437",268,268,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00941733",357,358,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01135745",32,32,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT03753841",NA,125,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02554318",NA,147,TRUE,FALSE,"Not given",TRUE,"Intovalue"
"NCT01812291",256,260,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01103284",450,475,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT02679833",NA,180,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02639520",644,659,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02079311",60,55,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01928433",258,225,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT03402490",NA,39,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02661607",100,100,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02054299",35,48,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01776112",60,66,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01488955",494,494,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00639743",1000,1005,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00865969",120,129,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT01855035",400,402,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03093584",NA,37,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03011463",32,24,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02970838",NA,36,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02724592",NA,70,TRUE,TRUE,"I-II",TRUE,"Intovalue"
"NCT02670265",NA,100,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02656966",60,42,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02494830",NA,15,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT01803789",320,292,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01797458",464,169,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01657305",130,107,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT01291693",795,975,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT02596594",NA,14,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02295462",2340,1158,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02251470",20,14,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT02084381",50,50,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01651832",700,261,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01200121",72,53,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02637778",30,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01789567",20,20,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02703519",120,116,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03299127",120,127,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02861001",56,56,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02834377",188,188,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02771535",84,84,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02675660",NA,20,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02437357",60,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02429960",30,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02297334",40,40,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02276469",NA,200,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02181140",54,56,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02066246",200,192,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02044913",152,218,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02005237",60,68,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01994928",50,40,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01879111",3500,4151,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01797484",20,20,TRUE,TRUE,"II-III",TRUE,"Intovalue"
"NCT01784367",30,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01770990",70,59,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01767181",216,154,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01731717",860,737,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01726387",340,364,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01683240",100,59,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01663649",200,180,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01580124",150,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01450124",30,29,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01417949",210,61,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01209208",75,57,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00973609",760,853,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00916409",283,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00678275",160,161,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02051660",262,206,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00635596",30,65,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02868320",NA,73,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02587533",15,11,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02309918",20,20,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02304965",9,7,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02029131",210,226,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01905475",140,120,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01861951",120,120,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01755507",160,159,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01731158",100,22,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01694849",270,275,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01630434",264,320,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01475669",200,152,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01445171",350,295,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01420744",82,160,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01320254",92,93,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01242631",25,25,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00998556",60,64,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00932971",70,70,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00860730",150,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03789448",NA,3019,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03013322",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02957838",40,23,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02881216",NA,814,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02851108",100,100,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02575612",NA,50,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02560220",10,14,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02377154",100,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02360033",32,38,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02290613",38,38,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02126085",100,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02125344",950,961,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02025205",49,93,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01858987",130,138,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01850875",30,40,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01801306",10,3,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01719263",175,69,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01645150",40,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01641185",92,92,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01620710",80,80,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01619657",40,42,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01498835",12,9,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01486329",37,72,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01468766",160,160,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01422499",50,50,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01301430",19,18,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01238770",57,10,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01216696",25,25,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01106820",160,101,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01071837",83,84,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01019434",108,111,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00928915",74,54,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00794326",140,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00349089",134,132,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02157389",60,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02092753",250,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01566955",10,6,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01426633",24,5,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01137916",40,39,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00055874",1600,1551,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT03467087",NA,45,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02226770",100,132,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01495533",60,60,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00769457",1000,1002,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02120859",NA,50,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01247792",180,174,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01108042",86,71,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT03042429",NA,360,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02743260",24,24,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02655419",40,40,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02515526",16,16,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01988818",200,200,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01959737",88,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01879839",80,80,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01799798",10,10,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01797861",140,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01774838",54,49,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01569204",100,NA,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01544686",1296,630,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01534364",82,82,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01491152",24,24,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01344707",36,NA,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01283776",11,11,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01187303",30,28,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01056679",30,NA,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00953511",80,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00275054",600,825,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT03663491",NA,283,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03567278",NA,40,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03206398",NA,9,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03141697",NA,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02885103",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02806583",98,38,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02672553",NA,100,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02548585",75,113,TRUE,TRUE,"I-II",TRUE,"Intovalue"
"NCT02158468",600,600,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02007772",85,105,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01890317",40,40,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01728441",150,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01690117",158,92,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01663818",138,138,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01656096",70,71,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01612312",400,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01541605",88,42,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01504256",42,NA,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01404910",12,11,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01379248",154,152,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01137734",20,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01106391",25,60,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00508664",170,180,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00491036",600,600,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01859429",800,1012,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02912598",NA,104,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02602275",40,53,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02434692",22,22,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02429219",NA,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02425163",NA,73,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01453179",220,221,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00807300",68,77,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT03230422",300,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02722759",80,41,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02671929",60,83,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02647801",120,137,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02526732",45,44,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02348736",64,76,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02344030",44,44,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02300337",60,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
