"nctid","anticipated_enrollment","actual_enrollment","has_summary_results","has_publication","phase_recoded","has_publ_or_summary","source"
"NCT01596751",80,67,TRUE,FALSE,"I-II",TRUE,"Contrast"
"NCT01734850",12,13,TRUE,FALSE,"I-II",TRUE,"Contrast"
"NCT01895959",12,12,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT00575679",800,864,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02373254",90,1,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT00800722",25,21,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02410980",15,15,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT01221246",36,34,FALSE,FALSE,"II",FALSE,"Contrast"
"NCT02158390",82,78,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02267070",60,48,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02393443",140,161,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02605850",30,32,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01708785",230,230,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02145884",50,26,FALSE,FALSE,"II",FALSE,"Contrast"
"NCT02613052",20,17,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00472095",260,200,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00739921",187,260,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01010386",1800,851,FALSE,FALSE,"III",FALSE,"Contrast"
"NCT01536509",194,140,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01646463",72,49,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01804829",90,80,FALSE,FALSE,"III",FALSE,"Contrast"
"NCT01938807",60,43,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02568709",50,40,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02753426",20,11,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT00928564",140,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02653456",50,64,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01729416",436,178,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01474746",60,57,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02199171",30,30,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01245595",160,144,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01216319",50,50,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01663012",20,20,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01846741",20,20,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01270620",100,100,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01932060",90,51,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT00572117",80,12,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT00505362",112,63,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02445196",NA,120,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00981435",300,97,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01108055",32,43,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01862991",102,80,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00747435",NA,73,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01898403",50,50,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02006108",20,21,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02597543",40,14,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02480166",60,60,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01552213",350,95,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02268994",230,234,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01050647",40,21,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02844543",150,155,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02108821",50,23,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT02324075",4200,1226,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01011218",60,70,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02475837",128,17,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02429778",40,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01962870",50,68,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02085980",15,30,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01856777",600,600,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01729273",20,20,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01181245",30,NA,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01832064",250,255,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01815814",24,38,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00352326",60,29,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02147860",48,44,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00946673",26,17,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01579682",90,90,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01721668",60,29,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01806701",50,68,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01885728",20,22,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02104700",150,150,FALSE,TRUE,"II-III",TRUE,"Contrast"
"NCT02536950",16,16,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02613676",1858,1858,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02054364",30,30,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02400177",60,96,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02205671",250,128,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02897557",20,59,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01893892",26,12,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03064906",60,24,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02714972",30,35,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT04757935",NA,9,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03421158",NA,236,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02735356",5,9,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02805075",15,15,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02254356",250,239,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01155141",20,15,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01823341",120,97,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02366767",NA,21,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01330043",400,223,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT00850135",230,57,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02178995",45,55,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01078363",150,96,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01647945",40,23,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01977690",34,30,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01945112",100,128,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00767624",320,150,TRUE,TRUE,"II-III",TRUE,"Contrast"
"NCT01559857",80,37,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02199028",30,30,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT01549652",133,133,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02192684",60,45,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00956085",20,12,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02037438",1506,1836,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01396070",18,36,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01355705",42,14,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01449279",20,22,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02488070",10,10,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02272725",120,91,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01631331",20,15,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT02440308",10,10,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02267629",45,7,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01827462",90,136,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02533726",1812,1312,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02643862",60,48,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01619982",1248,32,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02312882",40,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02626611",70,70,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01624194",50,54,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02604173",100,103,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02933476",10,6,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02310789",6,8,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01990313",10,15,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02280863",54,24,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02852434",72,72,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02605187",160,160,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02257970",150,117,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01802073",40,34,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02738203",330,220,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01807598",26,10,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01392989",21,44,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT03076190",80,131,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02047643",30,18,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00490529",25,59,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02266576",204,207,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02367430",NA,14,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03049280",NA,33,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01400269",25,48,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01919502",50,51,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01899378",160,160,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT03868644",NA,10646,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00879151",158,130,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01040897",1240,865,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01516411",50,130,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01287936",18,18,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT02036658",NA,108,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01507948",64,94,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02827630",NA,118,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02438189",30,33,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT01826591",400,609,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02155400",NA,37,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02458898",60,61,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01523223",18,16,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01642836",240,241,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02606981",2000,1549,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02302963",88,85,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02171962",175,178,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02753101",30,24,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT03037658",NA,450,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02553824",60,22,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT03275662",NA,37,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01591148",40,30,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02442960",24,15,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02037022",48,48,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01406808",100,100,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02304848",200,9,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02079142",200,223,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02423447",NA,25,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01413516",80,17,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02110238",418,421,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01981863",40,40,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT01477463",20,24,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01305252",30,21,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT01461473",238,131,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02141581",NA,86,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT02203565",20,20,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02395653",60,71,TRUE,FALSE,"III",TRUE,"Contrast"
"NCT00899847",43,9,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02254772",27,9,TRUE,FALSE,"I-II",TRUE,"Contrast"
"NCT00296296",NA,29,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT01771666",15,23,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01550224",45,23,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01479478",372,251,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01769209",17,18,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02599194",50,7,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02019069",33,11,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02928770",30,32,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT03028974",152,77,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT00780494",35,35,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02210286",20,17,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02639884",50,51,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02952365",25,2,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT01529437",NA,31,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT01282736",100,86,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01221220",160,174,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01249014",45,46,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02290665",30,18,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02267642",15,20,FALSE,FALSE,"II",FALSE,"Contrast"
"NCT01163487",18,17,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02142452",60,55,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01415206",300,250,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02749786",10,10,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01256229",252,303,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT01908166",200,61,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02452216",120,10,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT01943357",1400,1000,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01988610",40,23,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02140983",80,41,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02774161",30,45,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01593397",200,100,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT01958541",120,77,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01988623",120,21,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02687256",20,24,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT04296266",NA,10,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02598518",76,38,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00614744",168,168,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02160002",366,366,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01471028",152,203,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02139462",30,47,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01454947",550,248,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00669656",45,43,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT00442286",300,591,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00730314",25,25,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT02265120",1000,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01291277",90,90,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02197338",498,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01761539",60,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01999816",NA,170,FALSE,TRUE,"III",TRUE,"Contrast"
"NCT00104923",21,29,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02698735",6,5,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02504827",12,12,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT00574769",42,27,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT01595581",14,14,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01759979",60,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01764698",80,98,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02091921",50,53,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02214641",80,81,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01140282",35,106,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02017158",3000,180,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00871715",360,361,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01909440",32,43,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03483896",NA,83,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02790476",600,805,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02850770",NA,42,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02513771",86,90,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02358135",300,300,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03040154",NA,217,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01723917",78,71,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01749358",60,60,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02358915",10,NA,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02971241",630,617,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02158949",100,48,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02502019",36,27,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT02576288",20,21,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02459847",NA,21,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02344745",80,80,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT04176237",NA,3750,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03645083",NA,121,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01240629",55,43,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT02026037",15,16,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02494661",NA,218,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02009046",NA,1909,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01823458",200,152,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00183872",39,40,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01957995",12,13,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02122354",100,90,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02650466",40,24,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02190578",1500,1649,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02459873",60,20,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00552071",20,15,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT02578602",NA,26,FALSE,FALSE,"I",FALSE,"Contrast"
